#CHROM	START	STOP	FF	FM1	FM2
29	36000000	37000000	21|42	33|33	21|28
29	37000000	38000000	11|36	41|41	36|38
29	38000000	39000000	1|27	31|31	1|22
29	39000000	40000000	2|48	43|46	2|11
29	40000000	41000000	13|36	10|28	8|14
29	41000000	42000000	43|53	7|56	10|14
30	0	1000000	1|20	3|20	3|19
30	1000000	2000000	4|11	4|10	10|21
30	2000000	3000000	6|19	7|19	7|17
30	3000000	4000000	3|11	11|14	12|14
30	4000000	5000000	28|36	13|35	8|13
30	5000000	6000000	1|22	3|16	2|3
30	6000000	7000000	1|8	4|12	12|24
30	7000000	8000000	13|19	5|5	5|5
30	8000000	9000000	1|15	9|9	9|9
30	9000000	10000000	2|6	8|9	9|9
30	10000000	11000000	2|6	14|20	14|14
30	11000000	12000000	5|32	25|28	28|28
30	12000000	13000000	19|20	13|20	20|20
30	13000000	14000000	2|14	2|15	2|2
30	14000000	15000000	1|33	2|33	33|33
30	15000000	16000000	9|9	9|15	7|9
30	16000000	17000000	21|23	8|21	12|21
30	17000000	18000000	9|22	9|16	9|29
30	18000000	19000000	28|34	1|28	7|28
30	19000000	20000000	20|26	13|26	15|26
30	20000000	21000000	15|27	1|27	18|27
30	21000000	22000000	6|26	18|27	22|27
30	22000000	23000000	15|41	19|30	27|30
30	23000000	24000000	9|25	2|36	2|24
30	24000000	25000000	17|36	26|37	34|45
30	25000000	26000000	9|42	35|39	1|16
30	26000000	27000000	6|39	19|22	7|8
30	27000000	28000000	5|25	23|37	2|17
30	28000000	29000000	30|37	4|38	2|13
30	29000000	30000000	11|31	21|36	8|16
30	30000000	31000000	40|44	7|14	28|48
30	31000000	32000000	14|25	12|15	3|15
30	32000000	33000000	43|49	14|29	9|18
30	33000000	34000000	48|59	26|42	6|34
30	34000000	35000000	9|30	1|23	2|4
30	35000000	36000000	18|32	32|32	3|35
30	36000000	37000000	6|6	6|6	3|37
30	37000000	38000000	2|5	2|2	8|44
30	38000000	39000000	6|21	7|10	19|57
30	39000000	40000000	16|41	2|33	23|41
30	40000000	41000000	9|13	1|8	1|9
31	0	1000000	19|34	17|17	12|34
31	1000000	2000000	19|25	3|11	25|28
31	2000000	3000000	19|28	13|28	2|19
31	3000000	4000000	3|24	1|3	24|28
31	4000000	5000000	2|28	12|19	9|28
31	5000000	6000000	17|26	8|22	14|26
31	6000000	7000000	11|18	3|11	18|37
31	7000000	8000000	8|15	18|27	8|27
31	8000000	9000000	32|38	12|17	11|32
31	9000000	10000000	9|30	35|37	15|30
31	10000000	11000000	2|24	7|13	3|3
31	11000000	12000000	28|35	20|27	3|3
31	12000000	13000000	2|22	41|41	8|8
31	13000000	14000000	7|19	39|40	10|11
31	14000000	15000000	36|36	9|36	9|35
31	15000000	16000000	11|11	2|11	2|11
31	16000000	17000000	39|39	1|40	1|40
31	17000000	18000000	14|15	11|37	28|37
31	18000000	19000000	12|27	1|29	4|29
31	19000000	20000000	13|32	4|9	4|25
31	20000000	21000000	6|8	14|27	12|14
31	21000000	22000000	17|38	1|29	1|23
31	22000000	23000000	2|52	3|5	3|17
31	23000000	24000000	8|37	4|18	18|23
31	24000000	25000000	41|47	7|9	9|27
31	25000000	26000000	22|27	1|24	1|27
31	26000000	27000000	7|8	18|22	7|22
31	27000000	28000000	5|26	1|21	1|5
31	28000000	29000000	1|2	1|1	1|1
31	29000000	30000000	11|23	3|22	3|11
31	30000000	31000000	5|17	6|48	6|16
31	31000000	32000000	13|34	2|2	2|22
31	32000000	33000000	27|35	6|6	6|9
31	33000000	34000000	20|23	14|14	14|32
31	34000000	35000000	32|39	10|12	2|5
31	35000000	36000000	10|42	6|17	30|51
31	36000000	37000000	31|41	13|55	5|44
31	37000000	38000000	28|42	41|46	15|34
31	38000000	39000000	39|49	5|35	30|45
31	39000000	40000000	30|43	16|35	23|25
32	0	1000000	2|4	13|20	13|13
32	1000000	2000000	11|31	7|19	7|7
32	2000000	3000000	13|35	7|31	7|7
32	3000000	4000000	15|25	7|21	21|21
32	4000000	5000000	14|28	6|33	33|33
32	5000000	6000000	12|40	17|26	17|17
32	6000000	7000000	24|31	13|23	13|13
32	7000000	8000000	3|31	23|30	27|30
32	8000000	9000000	9|33	25|26	25|44
32	9000000	10000000	2|20	34|39	34|43
32	10000000	11000000	7|39	32|43	29|32
32	11000000	12000000	21|34	6|45	6|18
32	12000000	13000000	12|25	9|35	2|35
32	13000000	14000000	27|31	15|27	15|15
32	14000000	15000000	14|27	15|28	15|15
32	15000000	16000000	4|27	8|36	36|36
32	16000000	17000000	15|41	25|36	23|25
32	17000000	18000000	7|43	32|47	40|47
32	18000000	19000000	1|30	24|35	24|42
32	19000000	20000000	1|3	16|21	15|38
32	20000000	21000000	29|39	37|44	35|44
32	21000000	22000000	8|43	51|54	51|57
32	22000000	23000000	2|8	48|53	15|53
32	23000000	24000000	2|18	19|34	34|47
32	24000000	25000000	1|35	6|13	13|16
32	25000000	26000000	17|26	19|24	9|24
32	26000000	27000000	7|46	37|38	31|45
32	27000000	28000000	23|43	20|20	25|33
32	28000000	29000000	1|8	41|41	18|48
32	29000000	30000000	7|40	29|29	22|45
32	30000000	31000000	4|30	9|9	25|33
32	31000000	32000000	7|11	23|23	7|10
32	32000000	33000000	17|44	23|23	13|47
32	33000000	34000000	22|35	18|18	1|9
32	34000000	35000000	4|7	1|1	11|28
32	35000000	36000000	8|29	21|21	4|25
32	36000000	37000000	2|23	14|14	10|21
32	37000000	38000000	4|8	6|6	2|17
32	38000000	39000000	8|16	11|11	3|11
33	0	1000000	5|17	5|5	5|20
33	1000000	2000000	2|8	8|8	8|27
33	2000000	3000000	7|13	7|7	7|7
33	3000000	4000000	14|20	14|14	14|14
33	4000000	5000000	1|8	1|1	1|1
33	5000000	6000000	19|22	22|22	22|22
33	6000000	7000000	6|14	6|6	6|6
33	7000000	8000000	19|38	21|21	21|21
33	8000000	9000000	24|29	8|8	8|8
33	9000000	10000000	2|19	49|49	50|50
33	10000000	11000000	14|42	2|2	18|18
33	11000000	12000000	26|41	1|1	5|5
33	12000000	13000000	14|46	22|22	45|45
33	13000000	14000000	12|23	1|1	41|41
33	14000000	15000000	33|37	26|26	8|12
33	15000000	16000000	26|37	1|1	31|40
33	16000000	17000000	17|44	40|40	11|27
33	17000000	18000000	10|31	4|4	4|14
33	18000000	19000000	6|36	1|1	1|12
33	19000000	20000000	12|46	19|19	5|19
33	20000000	21000000	36|41	14|14	14|38
33	21000000	22000000	22|39	17|17	17|30
33	22000000	23000000	18|38	4|4	4|12
33	23000000	24000000	31|36	1|1	1|11
33	24000000	25000000	5|15	1|1	1|6
33	25000000	26000000	15|41	1|1	1|7
33	26000000	27000000	13|47	42|44	9|42
33	27000000	28000000	18|52	11|42	11|32
33	28000000	29000000	7|51	22|50	33|50
33	29000000	30000000	5|38	19|28	28|45
33	30000000	31000000	28|35	6|6	6|45
33	31000000	32000000	10|32	7|7	7|10
34	0	1000000	7|9	15|15	15|16
34	1000000	2000000	12|20	1|1	1|8
34	2000000	3000000	3|13	9|9	9|23
34	3000000	4000000	11|22	15|15	3|15
34	4000000	5000000	3|31	1|1	1|9
34	5000000	6000000	2|16	19|19	18|36
34	6000000	7000000	1|9	33|33	12|23
34	7000000	8000000	1|15	3|3	10|11
34	8000000	9000000	2|17	47|47	7|37
34	9000000	10000000	11|14	14|14	14|33
34	10000000	11000000	7|25	7|7	7|12
34	11000000	12000000	16|36	36|36	2|35
34	12000000	13000000	17|40	40|40	18|25
34	13000000	14000000	5|12	12|12	26|29
34	14000000	15000000	1|11	11|11	2|28
34	15000000	16000000	19|26	26|26	9|21
34	16000000	17000000	1|8	2|2	14|30
34	17000000	18000000	3|36	10|10	26|30
34	18000000	19000000	12|18	3|3	35|38
34	19000000	20000000	1|3	37|37	13|28
34	20000000	21000000	11|24	40|40	17|30
34	21000000	22000000	1|41	25|25	8|8
34	22000000	23000000	3|41	43|43	34|34
34	23000000	24000000	6|42	16|16	1|1
34	24000000	25000000	15|16	9|9	25|25
34	25000000	26000000	8|30	16|16	23|23
34	26000000	27000000	2|7	41|41	15|15
34	27000000	28000000	8|38	14|14	33|33
34	28000000	29000000	3|13	12|12	5|5
34	29000000	30000000	11|27	5|5	25|25
34	30000000	31000000	10|21	6|6	40|40
34	31000000	32000000	21|26	33|33	13|13
34	32000000	33000000	36|46	55|56	8|13
34	33000000	34000000	31|47	41|46	22|46
34	34000000	35000000	15|43	1|13	2|3
34	35000000	36000000	5|24	49|49	5|34
34	36000000	37000000	1|22	27|33	1|30
34	37000000	38000000	3|19	10|17	3|34
34	38000000	39000000	5|9	24|42	5|16
34	39000000	40000000	2|23	10|45	2|27
34	40000000	41000000	19|23	47|56	13|23
34	41000000	42000000	16|34	14|20	34|37
34	42000000	43000000	1|4	1|6	1|4
35	0	1000000	19|23	19|19	6|22
35	1000000	2000000	13|23	23|23	27|38
35	2000000	3000000	19|26	19|19	20|40
35	3000000	4000000	11|26	11|11	5|8
35	4000000	5000000	14|34	14|14	3|8
35	5000000	6000000	20|37	21|21	2|7
35	6000000	7000000	23|32	28|28	8|36
35	7000000	8000000	28|40	48|48	5|19
35	8000000	9000000	11|37	28|28	2|11
35	9000000	10000000	31|41	20|20	30|46
35	10000000	11000000	43|45	49|49	3|14
35	11000000	12000000	12|34	28|28	29|29
35	12000000	13000000	17|30	19|19	29|30
35	13000000	14000000	15|26	14|14	1|47
35	14000000	15000000	11|22	41|41	15|37
35	15000000	16000000	17|41	26|26	8|49
35	16000000	17000000	6|12	30|30	26|44
35	17000000	18000000	6|18	39|40	7|29
35	18000000	19000000	29|53	32|34	4|19
35	19000000	20000000	1|7	27|37	18|29
35	20000000	21000000	19|45	33|53	2|58
35	21000000	22000000	14|46	12|20	21|26
35	22000000	23000000	25|27	30|39	4|42
35	23000000	24000000	18|38	34|37	3|36
35	24000000	25000000	11|23	16|57	5|27
35	25000000	26000000	10|31	10|64	4|5
35	26000000	27000000	13|21	6|24	9|35
36	0	1000000	2|19	6|6	6|6
36	1000000	2000000	11|26	23|23	23|23
36	2000000	3000000	4|31	9|15	15|19
36	3000000	4000000	10|28	6|10	6|25
36	4000000	5000000	3|5	3|9	9|20
36	5000000	6000000	6|29	12|29	9|12
36	6000000	7000000	23|51	4|22	4|47
36	7000000	8000000	36|42	2|26	26|36
36	8000000	9000000	4|33	6|23	4|6
36	9000000	10000000	18|19	1|37	4|18
36	10000000	11000000	15|45	11|41	15|45
36	11000000	12000000	8|43	5|33	8|43
36	12000000	13000000	26|34	9|35	33|34
36	13000000	14000000	2|38	2|32	2|17
36	14000000	15000000	2|31	28|28	8|31
36	15000000	16000000	9|32	23|24	7|32
36	16000000	17000000	10|14	4|4	11|14
36	17000000	18000000	15|23	7|7	3|23
36	18000000	19000000	22|27	40|40	2|22
36	19000000	20000000	27|40	52|52	6|40
36	20000000	21000000	25|31	49|49	25|51
36	21000000	22000000	18|26	8|8	21|26
36	22000000	23000000	13|41	22|22	13|25
36	23000000	24000000	4|38	28|28	4|47
36	24000000	25000000	24|28	32|32	28|44
36	25000000	26000000	3|14	45|45	14|15
36	26000000	27000000	15|39	30|30	15|45
36	27000000	28000000	10|32	25|25	18|32
36	28000000	29000000	27|55	2|2	27|27
36	29000000	30000000	43|62	37|58	58|67
36	30000000	31000000	11|48	24|46	25|25
37	0	1000000	1|6	1|3	4|8
37	1000000	2000000	5|28	12|20	1|10
37	2000000	3000000	3|25	6|22	9|13
37	3000000	4000000	1|6	2|27	9|10
37	4000000	5000000	2|37	4|13	29|33
37	5000000	6000000	9|25	1|4	5|28
37	6000000	7000000	16|20	1|24	8|10
37	7000000	8000000	6|31	34|40	21|36
37	8000000	9000000	20|25	1|23	13|14
37	9000000	10000000	18|26	14|18	5|23
37	10000000	11000000	4|8	4|26	10|17
37	11000000	12000000	8|20	6|20	4|16
37	12000000	13000000	13|21	8|21	4|18
37	13000000	14000000	18|26	26|27	13|25
37	14000000	15000000	2|24	2|29	10|37
37	15000000	16000000	23|34	23|25	15|21
37	16000000	17000000	12|36	12|20	24|26
37	17000000	18000000	26|38	31|38	1|1
37	18000000	19000000	9|22	20|24	36|36
37	19000000	20000000	7|15	36|41	11|18
37	20000000	21000000	2|25	19|38	10|46
37	21000000	22000000	22|26	25|37	12|30
37	22000000	23000000	26|46	25|37	46|51
37	23000000	24000000	2|16	50|53	8|58
37	24000000	25000000	6|15	46|54	16|52
37	25000000	26000000	13|19	33|34	21|46
37	26000000	27000000	22|26	18|46	20|54
37	27000000	28000000	1|25	16|46	13|34
37	28000000	29000000	16|30	10|41	11|17
37	29000000	30000000	10|49	2|29	11|60
37	30000000	31000000	17|31	1|3	4|23
38	0	1000000	8|40	2|24	16|39
38	1000000	2000000	36|49	5|17	2|10
38	2000000	3000000	24|33	20|43	3|52
38	3000000	4000000	25|38	15|26	7|19
38	4000000	5000000	16|33	8|26	10|21
38	5000000	6000000	29|50	35|43	8|49
38	6000000	7000000	36|44	14|17	5|27
38	7000000	8000000	1|20	11|27	12|33
38	8000000	9000000	32|39	31|37	15|16
38	9000000	10000000	2|35	6|20	20|24
38	10000000	11000000	9|26	19|38	18|34
38	11000000	12000000	32|34	13|35	30|42
38	12000000	13000000	38|44	9|30	5|51
38	13000000	14000000	2|42	25|36	4|52
38	14000000	15000000	10|45	21|40	25|42
38	15000000	16000000	1|37	25|39	5|27
38	16000000	17000000	14|19	26|39	6|35
38	17000000	18000000	1|37	5|15	19|41
38	18000000	19000000	29|43	37|49	14|52
38	19000000	20000000	8|13	19|25	34|37
38	20000000	21000000	14|40	11|23	18|52
38	21000000	22000000	1|14	10|33	12|50
38	22000000	23000000	26|34	4|26	14|50
38	23000000	24000000	9|47	9|31	36|38
X	0	1000000	41|64	2|68	9|71
X	1000000	2000000	39|45	3|3	19|34
X	2000000	3000000	26|69	48|52	39|58
X	3000000	4000000	17|23	43|57	37|63
X	4000000	5000000	16|52	3|21	15|30
X	5000000	6000000	13|16	30|33	7|45
X	6000000	7000000	2|47	40|77	13|70
X	7000000	8000000	4|19	0|17	0|13
X	8000000	9000000	3|25	0|10	0|14
X	9000000	10000000	1|6	0|19	0|30
X	10000000	11000000	3|35	0|42	0|19
X	11000000	12000000	5|11	0|25	0|25
X	12000000	13000000	7|20	0|8	0|8
X	13000000	14000000	9|24	0|19	0|21
X	14000000	15000000	5|7	0|13	0|16
X	15000000	16000000	2|8	0|11	0|20
X	16000000	17000000	4|15	0|20	0|10
X	17000000	18000000	12|17	0|3	0|13
X	18000000	19000000	4|11	0|5	0|14
X	19000000	20000000	8|25	0|9	0|18
X	20000000	21000000	4|16	0|42	0|35
X	21000000	22000000	10|20	0|22	0|7
X	22000000	23000000	3|21	0|15	0|14
X	23000000	24000000	13|29	0|11	0|26
X	24000000	25000000	4|6	0|12	0|33
X	25000000	26000000	23|34	0|43	0|39
X	26000000	27000000	1|11	0|1	0|23
X	27000000	28000000	1|14	0|3	0|22
X	28000000	29000000	4|15	0|7	0|24
X	29000000	30000000	2|12	0|18	0|18
X	30000000	31000000	1|32	0|9	0|9
X	31000000	32000000	1|25	0|22	0|22
X	32000000	33000000	1|4	0|14	0|14
X	33000000	34000000	9|21	0|15	0|15
X	34000000	35000000	19|19	0|13	0|14
X	35000000	36000000	32|32	0|6	0|29
X	36000000	37000000	21|22	0|8	0|27
X	37000000	38000000	3|11	0|14	0|9
X	38000000	39000000	6|24	0|22	0|11
X	39000000	40000000	1|3	0|4	0|17
X	40000000	41000000	15|20	0|2	0|2
X	41000000	42000000	13|23	0|8	0|8
X	42000000	43000000	2|15	0|35	0|32
X	43000000	44000000	11|13	0|8	0|25
X	44000000	45000000	4|17	0|16	0|12
X	45000000	46000000	13|16	0|10	0|5
X	46000000	47000000	1|11	0|1	0|5
X	47000000	48000000	1|3	0|4	0|10
X	48000000	49000000	1|1	0|2	0|10
X	49000000	50000000	5|8	0|1	0|9
X	50000000	51000000	3|12	0|8	0|10
X	51000000	52000000	1|8	0|5	0|10
X	52000000	53000000	1|5	0|10	0|7
X	53000000	54000000	10|26	0|20	0|22
X	54000000	55000000	10|21	0|17	0|7
X	55000000	56000000	8|17	0|2	0|26
X	56000000	57000000	23|28	0|15	0|18
X	57000000	58000000	20|21	0|3	0|15
X	58000000	59000000	1|4	0|7	0|2
X	59000000	60000000	1|5	0|2	0|9
X	60000000	61000000	1|7	0|11	0|4
X	61000000	62000000	3|4	0|5	0|2
X	62000000	63000000	2|11	0|12	0|10
X	63000000	64000000	1|11	0|5	0|8
X	64000000	65000000	7|13	0|15	0|11
X	65000000	66000000	1|12	0|2	0|5
X	66000000	67000000	1|18	0|11	0|8
X	67000000	68000000	26|27	0|7	0|17
X	68000000	69000000	1|24	0|19	0|15
X	69000000	70000000	1|13	0|10	0|5
X	70000000	71000000	17|20	0|6	0|14
X	71000000	72000000	1|15	0|1	0|4
X	72000000	73000000	1|24	0|4	0|28
X	73000000	74000000	3|27	0|9	0|25
X	74000000	75000000	25|34	0|23	0|33
X	75000000	76000000	2|28	0|10	0|27
X	76000000	77000000	1|22	0|18	0|3
X	77000000	78000000	4|13	0|1	0|6
X	78000000	79000000	1|1	0|8	0|11
X	79000000	80000000	16|16	0|4	0|13
X	80000000	81000000	2|6	0|9	0|11
X	81000000	82000000	1|2	0|2	0|1
X	82000000	83000000	2|3	0|2	0|5
X	83000000	84000000	1|1	0|1	0|2
X	84000000	85000000	1|1	0|1	0|4
X	85000000	86000000	1|3	0|1	0|2
X	86000000	87000000	12|23	0|12	0|26
X	87000000	88000000	2|7	0|12	0|21
X	88000000	89000000	3|21	0|10	0|19
X	89000000	90000000	10|10	0|14	0|18
X	90000000	91000000	6|6	0|29	0|22
X	91000000	92000000	1|1	0|29	0|34
X	92000000	93000000	7|8	0|23	0|23
X	93000000	94000000	15|29	0|9	0|9
X	94000000	95000000	10|16	0|12	0|12
X	95000000	96000000	20|23	0|2	0|2
X	96000000	97000000	13|29	0|5	0|3
X	97000000	98000000	6|28	0|22	0|27
X	98000000	99000000	5|5	0|6	0|14
X	99000000	100000000	35|38	0|15	0|11
X	100000000	101000000	7|27	0|23	0|19
X	101000000	102000000	18|22	0|14	0|19
X	102000000	103000000	4|10	0|9	0|4
X	103000000	104000000	3|5	0|4	0|5
X	104000000	105000000	1|6	0|11	0|1
X	105000000	106000000	7|21	0|13	0|4
X	106000000	107000000	3|22	0|13	0|10
X	107000000	108000000	3|9	0|10	0|3
X	108000000	109000000	6|7	0|3	0|6
X	109000000	110000000	1|8	0|9	0|2
X	110000000	111000000	37|40	0|27	0|20
X	111000000	112000000	19|42	0|11	0|19
X	112000000	113000000	20|45	0|51	0|20
X	113000000	114000000	2|9	0|26	0|9
X	114000000	115000000	1|4	0|7	0|4
X	115000000	116000000	9|11	0|8	0|11
X	116000000	117000000	1|8	0|7	0|1
X	117000000	118000000	5|13	0|3	0|18
X	118000000	119000000	7|9	0|13	0|9
X	119000000	120000000	5|13	0|21	0|13
X	120000000	121000000	4|14	0|14	0|14
X	121000000	122000000	8|16	0|5	0|1
X	122000000	123000000	7|13	0|2	0|2
X	123000000	124000000	5|16	0|1	0|1
